year,month,admin,category,commodity,price,usdprice
2018,1,Amanat Al Asimah,non-food,Fuel (diesel),356.25,1.4245
2018,1,Amanat Al Asimah,non-food,Fuel (gas),4700.0,18.793
2018,1,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),368.75,1.4744
2018,1,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,1,Amanat Al Asimah,non-food,Wage (non-qualified labour),3000.0,11.9955
2018,1,Amanat Al Asimah,non-food,Wage (qualified labour),6000.0,23.991
2018,1,Amanat Al Asimah,oil and fats,Oil (vegetable),428.75,1.7144
2018,1,Amanat Al Asimah,pulses and nuts,Beans (kidney red),500.0,1.9993
2018,1,Amanat Al Asimah,pulses and nuts,Beans (white),412.5,1.6494
2018,1,Amanat Al Asimah,pulses and nuts,Lentils,500.0,1.9993
2018,1,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",237.5,0.9496
2018,1,Amanat Al Asimah,vegetables and fruits,Onions,287.5,1.1496
2018,1,Amanat Al Asimah,vegetables and fruits,Tomatoes,212.5,0.8497
2018,2,Amanat Al Asimah,cereals and tubers,Millet,228.0,0.9117
2018,2,Amanat Al Asimah,cereals and tubers,Potatoes,250.0,0.9996
2018,2,Amanat Al Asimah,cereals and tubers,Rice (imported),700.0,2.799
2018,2,Amanat Al Asimah,cereals and tubers,Sorghum,252.0,1.0076
2018,2,Amanat Al Asimah,cereals and tubers,Wheat,200.0,0.7997
2018,2,Amanat Al Asimah,cereals and tubers,Wheat flour,230.0,0.9197
2018,2,Amanat Al Asimah,"meat, fish and eggs",Eggs,35.0,0.1399
2018,2,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",37250.0,148.9443
2018,2,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1200.0,4.7982
2018,2,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),3200.0,12.7952
2018,2,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2018,2,Amanat Al Asimah,miscellaneous food,Sugar,300.0,1.1996
2018,2,Amanat Al Asimah,non-food,Exchange rate (unofficial),478.25,1.9123
2018,2,Amanat Al Asimah,non-food,Fuel (diesel),326.25,1.3045
2018,2,Amanat Al Asimah,non-food,Fuel (gas),4550.0,18.1932
2018,2,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),356.25,1.4245
2018,2,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,2,Amanat Al Asimah,non-food,Wage (non-qualified labour),3000.0,11.9955
2018,2,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,2,Amanat Al Asimah,oil and fats,Oil (vegetable),452.5,1.8093
2018,2,Amanat Al Asimah,pulses and nuts,Beans (kidney red),700.0,2.799
2018,2,Amanat Al Asimah,pulses and nuts,Beans (white),500.0,1.9993
2018,2,Amanat Al Asimah,pulses and nuts,Lentils,500.0,1.9993
2018,2,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",250.0,0.9996
2018,2,Amanat Al Asimah,vegetables and fruits,Onions,250.0,0.9996
2018,2,Amanat Al Asimah,vegetables and fruits,Tomatoes,212.5,0.8497
2018,3,Amanat Al Asimah,cereals and tubers,Millet,234.0,0.9357
2018,3,Amanat Al Asimah,cereals and tubers,Potatoes,387.5,1.5494
2018,3,Amanat Al Asimah,cereals and tubers,Rice (imported),700.0,2.799
2018,3,Amanat Al Asimah,cereals and tubers,Sorghum,261.0,1.0436
2018,3,Amanat Al Asimah,cereals and tubers,Wheat,190.0,0.7597
2018,3,Amanat Al Asimah,cereals and tubers,Wheat flour,200.0,0.7997
2018,3,Amanat Al Asimah,"meat, fish and eggs",Eggs,35.0,0.1399
2018,3,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",28125.0,112.458
2018,3,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1290.0,5.1581
2018,3,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),3200.0,12.7952
2018,3,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2018,3,Amanat Al Asimah,miscellaneous food,Sugar,290.0,1.1596
2018,3,Amanat Al Asimah,non-food,Exchange rate (unofficial),484.0,1.9353
2018,3,Amanat Al Asimah,non-food,Fuel (diesel),357.5,1.4295
2018,3,Amanat Al Asimah,non-food,Fuel (gas),5200.0,20.7922
2018,3,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),361.25,1.4445
2018,3,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,3,Amanat Al Asimah,non-food,Wage (non-qualified labour),3000.0,11.9955
2018,3,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,3,Amanat Al Asimah,oil and fats,Oil (vegetable),465.0,1.8593
2018,3,Amanat Al Asimah,pulses and nuts,Beans (kidney red),637.5,2.549
2018,3,Amanat Al Asimah,pulses and nuts,Beans (white),450.0,1.7993
2018,3,Amanat Al Asimah,pulses and nuts,Lentils,475.0,1.8993
2018,3,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",150.0,0.5998
2018,3,Amanat Al Asimah,vegetables and fruits,Onions,337.5,1.3495
2018,3,Amanat Al Asimah,vegetables and fruits,Tomatoes,237.5,0.9496
2018,4,Amanat Al Asimah,cereals and tubers,Millet,257.0,1.0276
2018,4,Amanat Al Asimah,cereals and tubers,Potatoes,400.0,1.5994
2018,4,Amanat Al Asimah,cereals and tubers,Rice (imported),700.0,2.799
2018,4,Amanat Al Asimah,cereals and tubers,Sorghum,288.0,1.1516
2018,4,Amanat Al Asimah,cereals and tubers,Wheat,185.0,0.7397
2018,4,Amanat Al Asimah,cereals and tubers,Wheat flour,200.0,0.7997
2018,4,Amanat Al Asimah,"meat, fish and eggs",Eggs,35.0,0.1399
2018,4,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",31000.0,123.9537
2018,4,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1320.0,5.278
2018,4,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),3242.0,12.9632
2018,4,Amanat Al Asimah,miscellaneous food,Salt,85.0,0.3399
2018,4,Amanat Al Asimah,miscellaneous food,Sugar,300.0,1.1996
2018,4,Amanat Al Asimah,non-food,Exchange rate (unofficial),484.25,1.9363
2018,4,Amanat Al Asimah,non-food,Fuel (diesel),353.75,1.4145
2018,4,Amanat Al Asimah,non-food,Fuel (gas),3000.0,11.9955
2018,4,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),357.5,1.4295
2018,4,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,4,Amanat Al Asimah,non-food,Wage (non-qualified labour),3000.0,11.9955
2018,4,Amanat Al Asimah,non-food,Wage (qualified labour),8000.0,31.988
2018,4,Amanat Al Asimah,oil and fats,Oil (vegetable),488.75,1.9543
2018,4,Amanat Al Asimah,pulses and nuts,Beans (kidney red),600.0,2.3991
2018,4,Amanat Al Asimah,pulses and nuts,Beans (white),550.0,2.1992
2018,4,Amanat Al Asimah,pulses and nuts,Lentils,400.0,1.5994
2018,4,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",150.0,0.5998
2018,4,Amanat Al Asimah,vegetables and fruits,Onions,375.0,1.4994
2018,4,Amanat Al Asimah,vegetables and fruits,Tomatoes,500.0,1.9993
2018,5,Amanat Al Asimah,cereals and tubers,Millet,258.0,1.0316
2018,5,Amanat Al Asimah,cereals and tubers,Potatoes,300.0,1.1996
2018,5,Amanat Al Asimah,cereals and tubers,Rice (imported),750.0,2.9989
2018,5,Amanat Al Asimah,cereals and tubers,Sorghum,302.0,1.2075
2018,5,Amanat Al Asimah,cereals and tubers,Wheat,200.0,0.7997
2018,5,Amanat Al Asimah,cereals and tubers,Wheat flour,220.0,0.8797
2018,5,Amanat Al Asimah,"meat, fish and eggs",Eggs,37.5,0.1499
2018,5,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",35750.0,142.9466
2018,5,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1320.0,5.278
2018,5,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),3367.0,13.463
2018,5,Amanat Al Asimah,miscellaneous food,Salt,72.5,0.2899
2018,5,Amanat Al Asimah,miscellaneous food,Sugar,280.0,1.1196
2018,5,Amanat Al Asimah,non-food,Exchange rate (unofficial),484.0,1.9353
2018,5,Amanat Al Asimah,non-food,Fuel (diesel),352.5,1.4095
2018,5,Amanat Al Asimah,non-food,Fuel (gas),3250.0,12.9951
2018,5,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),362.5,1.4495
2018,5,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,5,Amanat Al Asimah,non-food,Wage (non-qualified labour),3000.0,11.9955
2018,5,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,5,Amanat Al Asimah,oil and fats,Oil (vegetable),495.0,1.9793
2018,5,Amanat Al Asimah,pulses and nuts,Beans (kidney red),700.0,2.799
2018,5,Amanat Al Asimah,pulses and nuts,Beans (white),512.5,2.0492
2018,5,Amanat Al Asimah,pulses and nuts,Lentils,500.0,1.9993
2018,5,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",350.0,1.3995
2018,5,Amanat Al Asimah,vegetables and fruits,Onions,287.5,1.1496
2018,5,Amanat Al Asimah,vegetables and fruits,Tomatoes,400.0,1.5994
2018,6,Amanat Al Asimah,cereals and tubers,Millet,259.0,1.0356
2018,6,Amanat Al Asimah,cereals and tubers,Potatoes,200.0,0.7997
2018,6,Amanat Al Asimah,cereals and tubers,Rice (imported),750.0,2.9989
2018,6,Amanat Al Asimah,cereals and tubers,Sorghum,305.0,1.2195
2018,6,Amanat Al Asimah,cereals and tubers,Wheat,200.0,0.7997
2018,6,Amanat Al Asimah,cereals and tubers,Wheat flour,220.0,0.8797
2018,6,Amanat Al Asimah,"meat, fish and eggs",Eggs,40.0,0.1599
2018,6,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",39000.0,155.9417
2018,6,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1403.0,5.6099
2018,6,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),3608.0,14.4266
2018,6,Amanat Al Asimah,miscellaneous food,Salt,80.0,0.3199
2018,6,Amanat Al Asimah,miscellaneous food,Sugar,280.0,1.1196
2018,6,Amanat Al Asimah,non-food,Exchange rate (unofficial),484.25,1.9363
2018,6,Amanat Al Asimah,non-food,Fuel (diesel),361.25,1.4445
2018,6,Amanat Al Asimah,non-food,Fuel (gas),3000.0,11.9955
2018,6,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),366.25,1.4645
2018,6,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,6,Amanat Al Asimah,non-food,Wage (non-qualified labour),3000.0,11.9955
2018,6,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,6,Amanat Al Asimah,oil and fats,Oil (vegetable),475.0,1.8993
2018,6,Amanat Al Asimah,pulses and nuts,Beans (kidney red),700.0,2.799
2018,6,Amanat Al Asimah,pulses and nuts,Beans (white),500.0,1.9993
2018,6,Amanat Al Asimah,pulses and nuts,Lentils,500.0,1.9993
2018,6,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",200.0,0.7997
2018,6,Amanat Al Asimah,vegetables and fruits,Onions,225.0,0.8997
2018,6,Amanat Al Asimah,vegetables and fruits,Tomatoes,162.5,0.6498
2018,7,Amanat Al Asimah,cereals and tubers,Millet,262.0,1.0476
2018,7,Amanat Al Asimah,cereals and tubers,Potatoes,237.5,0.9496
2018,7,Amanat Al Asimah,cereals and tubers,Rice (imported),725.0,2.8989
2018,7,Amanat Al Asimah,cereals and tubers,Sorghum,283.0,1.1316
2018,7,Amanat Al Asimah,cereals and tubers,Wheat,200.0,0.7997
2018,7,Amanat Al Asimah,cereals and tubers,Wheat flour,220.0,0.8797
2018,7,Amanat Al Asimah,"meat, fish and eggs",Eggs,40.0,0.1599
2018,7,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",39500.0,157.9409
2018,7,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1483.0,5.9298
2018,7,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),3792.0,15.1623
2018,7,Amanat Al Asimah,miscellaneous food,Salt,175.0,0.6997
2018,7,Amanat Al Asimah,miscellaneous food,Sugar,280.0,1.1196
2018,7,Amanat Al Asimah,non-food,Exchange rate (unofficial),491.5,1.9653
2018,7,Amanat Al Asimah,non-food,Fuel (diesel),362.5,1.4495
2018,7,Amanat Al Asimah,non-food,Fuel (gas),3000.0,11.9955
2018,7,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),373.75,1.4944
2018,7,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,7,Amanat Al Asimah,non-food,Wage (non-qualified labour),3500.0,13.9948
2018,7,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,7,Amanat Al Asimah,oil and fats,Oil (vegetable),467.5,1.8693
2018,7,Amanat Al Asimah,pulses and nuts,Beans (kidney red),712.5,2.8489
2018,7,Amanat Al Asimah,pulses and nuts,Beans (white),500.0,1.9993
2018,7,Amanat Al Asimah,pulses and nuts,Lentils,500.0,1.9993
2018,7,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",250.0,0.9996
2018,7,Amanat Al Asimah,vegetables and fruits,Onions,250.0,0.9996
2018,7,Amanat Al Asimah,vegetables and fruits,Tomatoes,250.0,0.9996
2018,8,Amanat Al Asimah,cereals and tubers,Millet,268.0,1.0716
2018,8,Amanat Al Asimah,cereals and tubers,Potatoes,275.0,1.0996
2018,8,Amanat Al Asimah,cereals and tubers,Rice (imported),775.0,3.0988
2018,8,Amanat Al Asimah,cereals and tubers,Sorghum,302.0,1.2075
2018,8,Amanat Al Asimah,cereals and tubers,Wheat,200.0,0.7997
2018,8,Amanat Al Asimah,cereals and tubers,Wheat flour,242.5,0.9696
2018,8,Amanat Al Asimah,"meat, fish and eggs",Eggs,40.0,0.1599
2018,8,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",50000.0,199.9253
2018,8,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1500.0,5.9978
2018,8,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),3875.0,15.4942
2018,8,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2018,8,Amanat Al Asimah,miscellaneous food,Sugar,305.0,1.2195
2018,8,Amanat Al Asimah,non-food,Exchange rate (unofficial),549.0,2.1952
2018,8,Amanat Al Asimah,non-food,Fuel (diesel),400.0,1.5994
2018,8,Amanat Al Asimah,non-food,Fuel (gas),3000.0,11.9955
2018,8,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),407.5,1.6294
2018,8,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,8,Amanat Al Asimah,non-food,Wage (non-qualified labour),4000.0,15.994
2018,8,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,8,Amanat Al Asimah,oil and fats,Oil (vegetable),475.0,1.8993
2018,8,Amanat Al Asimah,pulses and nuts,Beans (kidney red),750.0,2.9989
2018,8,Amanat Al Asimah,pulses and nuts,Beans (white),550.0,2.1992
2018,8,Amanat Al Asimah,pulses and nuts,Lentils,550.0,2.1992
2018,8,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",250.0,0.9996
2018,8,Amanat Al Asimah,vegetables and fruits,Onions,275.0,1.0996
2018,8,Amanat Al Asimah,vegetables and fruits,Tomatoes,300.0,1.1996
2018,9,Amanat Al Asimah,cereals and tubers,Millet,288.0,1.1516
2018,9,Amanat Al Asimah,cereals and tubers,Potatoes,337.5,1.3495
2018,9,Amanat Al Asimah,cereals and tubers,Rice (imported),925.0,3.6986
2018,9,Amanat Al Asimah,cereals and tubers,Sorghum,336.0,1.3435
2018,9,Amanat Al Asimah,cereals and tubers,Wheat,242.5,0.9696
2018,9,Amanat Al Asimah,cereals and tubers,Wheat flour,275.0,1.0996
2018,9,Amanat Al Asimah,"meat, fish and eggs",Eggs,50.0,0.1999
2018,9,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",60000.0,239.9103
2018,9,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1500.0,5.9978
2018,9,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),3950.0,15.7941
2018,9,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2018,9,Amanat Al Asimah,miscellaneous food,Sugar,350.0,1.3995
2018,9,Amanat Al Asimah,non-food,Exchange rate (unofficial),629.0,2.5151
2018,9,Amanat Al Asimah,non-food,Fuel (diesel),593.75,2.3741
2018,9,Amanat Al Asimah,non-food,Fuel (gas),5050.0,20.1925
2018,9,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),600.0,2.3991
2018,9,Amanat Al Asimah,non-food,Wage (non-qualified labour),4000.0,15.994
2018,9,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,9,Amanat Al Asimah,oil and fats,Oil (vegetable),543.75,2.1742
2018,9,Amanat Al Asimah,pulses and nuts,Beans (kidney red),812.5,3.2488
2018,9,Amanat Al Asimah,pulses and nuts,Beans (white),575.0,2.2991
2018,9,Amanat Al Asimah,pulses and nuts,Lentils,600.0,2.3991
2018,9,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",262.5,1.0496
2018,9,Amanat Al Asimah,vegetables and fruits,Onions,287.5,1.1496
2018,9,Amanat Al Asimah,vegetables and fruits,Tomatoes,287.5,1.1496
2018,10,Amanat Al Asimah,cereals and tubers,Millet,378.0,1.5114
2018,10,Amanat Al Asimah,cereals and tubers,Potatoes,500.0,1.9993
2018,10,Amanat Al Asimah,cereals and tubers,Rice (imported),1000.0,3.9985
2018,10,Amanat Al Asimah,cereals and tubers,Sorghum,393.0,1.5714
2018,10,Amanat Al Asimah,cereals and tubers,Wheat,300.0,1.1996
2018,10,Amanat Al Asimah,cereals and tubers,Wheat flour,400.0,1.5994
2018,10,Amanat Al Asimah,"meat, fish and eggs",Eggs,50.0,0.1999
2018,10,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",57500.0,229.914
2018,10,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1850.0,7.3972
2018,10,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),4333.0,17.3255
2018,10,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2018,10,Amanat Al Asimah,miscellaneous food,Sugar,447.5,1.7893
2018,10,Amanat Al Asimah,non-food,Exchange rate (unofficial),731.25,2.9239
2018,10,Amanat Al Asimah,non-food,Fuel (diesel),595.0,2.3791
2018,10,Amanat Al Asimah,non-food,Fuel (gas),6000.0,23.991
2018,10,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),606.25,2.4241
2018,10,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,10,Amanat Al Asimah,non-food,Wage (non-qualified labour),4000.0,15.994
2018,10,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,10,Amanat Al Asimah,oil and fats,Oil (vegetable),775.0,3.0988
2018,10,Amanat Al Asimah,pulses and nuts,Beans (kidney red),1000.0,3.9985
2018,10,Amanat Al Asimah,pulses and nuts,Beans (white),775.0,3.0988
2018,10,Amanat Al Asimah,pulses and nuts,Lentils,625.0,2.4991
2018,10,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2018,10,Amanat Al Asimah,vegetables and fruits,Onions,375.0,1.4994
2018,10,Amanat Al Asimah,vegetables and fruits,Tomatoes,500.0,1.9993
2018,11,Amanat Al Asimah,cereals and tubers,Millet,348.0,1.3915
2018,11,Amanat Al Asimah,cereals and tubers,Potatoes,450.0,1.7993
2018,11,Amanat Al Asimah,cereals and tubers,Rice (imported),1000.0,3.9985
2018,11,Amanat Al Asimah,cereals and tubers,Sorghum,363.0,1.4515
2018,11,Amanat Al Asimah,cereals and tubers,Wheat,262.5,1.0496
2018,11,Amanat Al Asimah,cereals and tubers,Wheat flour,335.0,1.3395
2018,11,Amanat Al Asimah,"meat, fish and eggs",Eggs,65.0,0.2599
2018,11,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",40000.0,159.9402
2018,11,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1900.0,7.5972
2018,11,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),5000.0,19.9925
2018,11,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2018,11,Amanat Al Asimah,miscellaneous food,Sugar,425.0,1.6994
2018,11,Amanat Al Asimah,non-food,Exchange rate (unofficial),597.75,2.3901
2018,11,Amanat Al Asimah,non-food,Fuel (diesel),565.0,2.2592
2018,11,Amanat Al Asimah,non-food,Fuel (gas),3050.0,12.1954
2018,11,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),575.0,2.2991
2018,11,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,11,Amanat Al Asimah,non-food,Wage (non-qualified labour),4000.0,15.994
2018,11,Amanat Al Asimah,non-food,Wage (qualified labour),7000.0,27.9895
2018,11,Amanat Al Asimah,oil and fats,Oil (vegetable),550.0,2.1992
2018,11,Amanat Al Asimah,pulses and nuts,Beans (kidney red),950.0,3.7986
2018,11,Amanat Al Asimah,pulses and nuts,Beans (white),750.0,2.9989
2018,11,Amanat Al Asimah,pulses and nuts,Lentils,700.0,2.799
2018,11,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",450.0,1.7993
2018,11,Amanat Al Asimah,vegetables and fruits,Onions,325.0,1.2995
2018,11,Amanat Al Asimah,vegetables and fruits,Tomatoes,450.0,1.7993
2018,12,Amanat Al Asimah,cereals and tubers,Millet,323.0,1.2915
2018,12,Amanat Al Asimah,cereals and tubers,Potatoes,350.0,1.3995
2018,12,Amanat Al Asimah,cereals and tubers,Rice (imported),800.0,3.1988
2018,12,Amanat Al Asimah,cereals and tubers,Sorghum,343.0,1.3715
2018,12,Amanat Al Asimah,cereals and tubers,Wheat,232.5,0.9297
2018,12,Amanat Al Asimah,cereals and tubers,Wheat flour,250.0,0.9996
2018,12,Amanat Al Asimah,"meat, fish and eggs",Eggs,60.0,0.2399
2018,12,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",40000.0,159.9402
2018,12,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1900.0,7.5972
2018,12,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),5000.0,19.9925
2018,12,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2018,12,Amanat Al Asimah,miscellaneous food,Sugar,290.0,1.1596
2018,12,Amanat Al Asimah,non-food,Exchange rate (unofficial),501.75,2.0062
2018,12,Amanat Al Asimah,non-food,Fuel (diesel),437.5,1.7493
2018,12,Amanat Al Asimah,non-food,Fuel (gas),3000.0,11.9955
2018,12,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),398.75,1.5944
2018,12,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2018,12,Amanat Al Asimah,non-food,Wage (non-qualified labour),7000.0,27.9895
2018,12,Amanat Al Asimah,non-food,Wage (qualified labour),8000.0,31.988
2018,12,Amanat Al Asimah,oil and fats,Oil (vegetable),431.25,1.7244
2018,12,Amanat Al Asimah,pulses and nuts,Beans (kidney red),775.0,3.0988
2018,12,Amanat Al Asimah,pulses and nuts,Beans (white),625.0,2.4991
2018,12,Amanat Al Asimah,pulses and nuts,Lentils,500.0,1.9993
2018,12,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",500.0,1.9993
2018,12,Amanat Al Asimah,vegetables and fruits,Onions,337.5,1.3495
2018,12,Amanat Al Asimah,vegetables and fruits,Tomatoes,425.0,1.6994
2019,1,Amanat Al Asimah,cereals and tubers,Millet,354.0,1.4155
2019,1,Amanat Al Asimah,cereals and tubers,Potatoes,350.0,1.3995
2019,1,Amanat Al Asimah,cereals and tubers,Rice (imported),825.0,3.2988
2019,1,Amanat Al Asimah,cereals and tubers,Sorghum,373.0,1.4914
2019,1,Amanat Al Asimah,cereals and tubers,Wheat,250.0,0.9996
2019,1,Amanat Al Asimah,cereals and tubers,Wheat flour,257.5,1.0296
2019,1,Amanat Al Asimah,"meat, fish and eggs",Eggs,57.5,0.2299
2019,1,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",39000.0,155.9417
2019,1,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1775.0,7.0973
2019,1,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),4542.0,18.1612
2019,1,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2019,1,Amanat Al Asimah,miscellaneous food,Sugar,280.0,1.1196
2019,1,Amanat Al Asimah,non-food,Exchange rate (unofficial),533.25,2.1322
2019,1,Amanat Al Asimah,non-food,Fuel (diesel),350.0,1.3995
2019,1,Amanat Al Asimah,non-food,Fuel (gas),3100.0,12.3954
2019,1,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),351.25,1.4045
2019,1,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2019,1,Amanat Al Asimah,non-food,Wage (non-qualified labour),4250.0,16.9936
2019,1,Amanat Al Asimah,non-food,Wage (qualified labour),8000.0,31.988
2019,1,Amanat Al Asimah,oil and fats,Oil (vegetable),462.5,1.8493
2019,1,Amanat Al Asimah,pulses and nuts,Beans (kidney red),700.0,2.799
2019,1,Amanat Al Asimah,pulses and nuts,Beans (white),600.0,2.3991
2019,1,Amanat Al Asimah,pulses and nuts,Lentils,525.0,2.0992
2019,1,Amanat Al Asimah,pulses and nuts,"Peas (yellow, split)",350.0,1.3995
2019,1,Amanat Al Asimah,vegetables and fruits,Onions,300.0,1.1996
2019,1,Amanat Al Asimah,vegetables and fruits,Tomatoes,450.0,1.7993
2019,2,Amanat Al Asimah,cereals and tubers,Millet,393.0,1.5714
2019,2,Amanat Al Asimah,cereals and tubers,Potatoes,350.0,1.3995
2019,2,Amanat Al Asimah,cereals and tubers,Rice (imported),837.5,3.3487
2019,2,Amanat Al Asimah,cereals and tubers,Sorghum,391.0,1.5634
2019,2,Amanat Al Asimah,cereals and tubers,Wheat,252.5,1.0096
2019,2,Amanat Al Asimah,cereals and tubers,Wheat flour,267.5,1.0696
2019,2,Amanat Al Asimah,"meat, fish and eggs",Eggs,60.0,0.2399
2019,2,Amanat Al Asimah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",40000.0,159.9402
2019,2,Amanat Al Asimah,"meat, fish and eggs",Meat (chicken),1733.0,6.9294
2019,2,Amanat Al Asimah,"meat, fish and eggs",Meat (mutton),4208.0,16.8257
2019,2,Amanat Al Asimah,miscellaneous food,Salt,100.0,0.3999
2019,2,Amanat Al Asimah,miscellaneous food,Sugar,300.0,1.1996
2019,2,Amanat Al Asimah,non-food,Exchange rate (unofficial),578.25,2.3121
2019,2,Amanat Al Asimah,non-food,Fuel (diesel),375.0,1.4994
2019,2,Amanat Al Asimah,non-food,Fuel (gas),3100.0,12.3954
2019,2,Amanat Al Asimah,non-food,Fuel (petrol-gasoline),325.0,1.2995
2019,2,Amanat Al Asimah,non-food,Milling cost (wheat),1000.0,3.9985
2019,2,Amanat Al Asimah,non-food,Wage (non-qualified labour),4000.0,15.994
2019,2,Amanat Al Asimah,non-food,Wage (qualified labour),8000.0,31.988
2019,2,Amanat Al Asimah,oil and fats,Oil (vegetable),461.25,1.8443
